ID,quiet,steady,changing,testing,sample,finalAudioCheck,help_person,external_help,aloud_rehearsal,sound_off,unplug_hp,external_distraction,device_used,audio_device,response_device,motivation,concentration,location_time,switch_screen,technical_issue,hearing,cse,sse,ise
hcpibiaokgx6knvn,0.60625,0.55625,0.43125,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Trackpad,average,average,12:10 AM,FALSE,FALSE,NA,0.125,0.04999999999999993,0.17499999999999993
hcpibfcakha2fj5z,0.94375,0.93125,0.8125,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Trackpad,high,high,4:13 PM,FALSE,FALSE,n/a,0.11875000000000002,0.012499999999999956,0.13124999999999998
hcpibfcakhce9qs7,0.8,0.70625,0.54375,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,Over-ear,Trackpad,high,high,10:17 AM,FALSE,FALSE,NA,0.1625000000000001,0.09375,0.2562500000000001
hcpib1c2khf7tr2g,0.775,0.6375,0.43125,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Desktop,On-ear,Mouse,average,high,1:58pm,FALSE,FALSE,NA,0.20624999999999993,0.13750000000000007,0.34375
hcpib1c2khghsz3b,0.66875,0.7125,0.58125,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Desktop,On-ear,Mouse,high,average,11:29 AM,FALSE,FALSE,NA,0.13124999999999998,-0.04375000000000007,0.08749999999999991
hcpib1c2khhrdxca,0.75,0.6875,0.53125,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Mouse,average,average,10:38 PM,FALSE,FALSE,NA,0.15625,0.0625,0.21875
hcpib1c2khji8o8b,0.39375,0.525,0.54375,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Desktop,Over-ear,Mouse,highest,highest,1:53 PM,FALSE,FALSE,NA,-0.018749999999999933,-0.13125000000000003,-0.14999999999999997
hcpib1c2khkmov38,0.79375,0.7625,0.73125,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Mouse,average,high,8:38 AM,FALSE,FALSE,NA,0.03125,0.03125,0.0625
hcpib1c2khkxveds,0.925,0.7125,0.59375,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,On-ear,Touchscreen,high,high,1:59pm,FALSE,FALSE,NA,0.11875000000000002,0.21250000000000002,0.33125000000000004
hcpib1c2khp9050y,0.925,0.925,0.9375,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Desktop,On-ear,Mouse,highest,highest,2:24 PM,FALSE,FALSE,NA,-0.012499999999999956,0,-0.012499999999999956
hcpib1c2khup53gr,0.75,0.80625,0.66875,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Desktop,Over-ear,Mouse,high,high,10:01 AM,FALSE,FALSE,NA,0.13750000000000007,-0.05625000000000002,0.08125000000000004
hcpib1c2ki3p4bcp,0.84375,0.7125,0.7125,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,Over-ear,Mouse,high,average,5:15pm,FALSE,FALSE,NA,0,0.13124999999999998,0.13124999999999998
hcpib1c2ki419v1m,0.61875,0.55625,0.4875,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,Over-ear,Trackpad,average,high,3:17 PM,FALSE,FALSE,NA,0.06875000000000003,0.0625,0.13125000000000003
hcpib1c2ki52w16t,0.88125,0.8,0.725,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Trackpad,average,high,4:54 p.m.,FALSE,FALSE,NA,0.07500000000000007,0.08124999999999993,0.15625
hcpib1c2ki5acp70,0.74375,0.66875,0.70625,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Trackpad,high,highest,7:42 PM,FALSE,FALSE,NA,-0.03750000000000009,0.07500000000000007,0.03749999999999998
hcpib1c2ki5qrhbp,0.3125,0.35625,0.3,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Trackpad,average,low,3:16 AM,FALSE,FALSE,NA,0.05625000000000002,-0.04375000000000001,0.012500000000000011
hcpib1c2ki6bf7d2,0.78125,0.6375,0.55,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,Over-ear,Trackpad,average,high,9:11 AM,FALSE,FALSE,NA,0.08749999999999991,0.14375000000000004,0.23124999999999996
hcpibomukk383wjx,0.775,0.7875,0.63125,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Mouse,high,high,10:19 PM,FALSE,FALSE,NA,0.15625,-0.012499999999999956,0.14375000000000004
hcpibomukk3ef48z,0.9,0.7375,0.6,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Mouse,high,high,10:52pm,FALSE,FALSE,NA,0.13750000000000007,0.16249999999999998,0.30000000000000004
hcpibomukk8boz7h,0.875,0.93125,0.79375,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Trackpad,average,high,3:57pm (2:57 CT),FALSE,FALSE,NA,0.13750000000000007,-0.05625000000000002,0.08125000000000004
hcpibomukkdgwrc7,0.925,0.94375,0.875,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Trackpad,highest,highest,10:28 PM,FALSE,FALSE,NA,0.06874999999999998,-0.018749999999999933,0.050000000000000044
hcpibomukke8w0ks,0.58125,0.46875,0.56875,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Trackpad,average,high,11:28 AM,FALSE,FALSE,NA,-0.09999999999999998,0.11250000000000004,0.012500000000000067
hcpibomukkeis6ro,0.55,0.60625,0.61875,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Trackpad,average,high,4:02 PM,FALSE,FALSE,NA,-0.012500000000000067,-0.05624999999999991,-0.06874999999999998
hcpibomukkepp0uy,0.7125,0.68125,0.575,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Mouse,high,high,7:36 PM,FALSE,FALSE,NA,0.10625000000000007,0.03125,0.13750000000000007
hcpibomukkfvxkeo,0.8125,0.71875,0.65625,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,Over-ear,Trackpad,high,average,3:06 PM,FALSE,FALSE,NA,0.0625,0.09375,0.15625
hcpibomukkfy4bvp,0.64375,0.65,0.5,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Trackpad,average,average,6:26pm,FALSE,FALSE,NA,0.15000000000000002,-0.006249999999999978,0.14375000000000004
hcpibomukkg1k1gr,0.93125,0.80625,0.8125,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Trackpad,high,high,5:41 PM,FALSE,FALSE,NA,-0.006249999999999978,0.125,0.11875000000000002
hcpibomukkg51u1r,0.8,0.7125,0.6875,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Trackpad,highest,highest,11:15 AM,FALSE,FALSE,NA,0.025000000000000022,0.08750000000000002,0.11250000000000004
hcpibomukkiraer4,0.725,0.65,0.58125,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Mouse,average,average,3:15 PM,FALSE,FALSE,NA,0.06874999999999998,0.07499999999999996,0.14374999999999993
hcpibomukkiu1x4o,0.74375,0.68125,0.68125,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,Over-ear,Touchscreen,highest,highest,4:31pm,FALSE,FALSE,NA,0,0.0625,0.0625
hcpibomukkk7tvzc,0.7375,0.6875,0.68125,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Trackpad,average,high,3:43 PM,FALSE,FALSE,NA,0.006249999999999978,0.050000000000000044,0.05625000000000002
hcpibomukklmfime,0.71875,0.5625,0.48125,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Trackpad,average,average,12:39 PM,FALSE,FALSE,NA,0.08124999999999999,0.15625,0.2375
hcpibd1jkkpvb2w3,0.58125,0.39375,0.24375,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Trackpad,average,average,2:40 PM,FALSE,FALSE,NA,0.15,0.18750000000000006,0.3375
hcpibd1jkkvlpzws,0.66875,0.75,0.55625,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Mouse,average,average,2:54pm,FALSE,FALSE,NA,0.19374999999999998,-0.08125000000000004,0.11249999999999993
hcpibd1jkl2y59y6,0.78125,0.63125,0.5625,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Trackpad,highest,highest,6:21 PM,FALSE,FALSE,NA,0.06874999999999998,0.15000000000000002,0.21875
hcpib1xlkl790l88,0.76875,0.73125,0.5625,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,Over-ear,Touchscreen,average,average,7pm,FALSE,FALSE,NA,0.16874999999999996,0.03750000000000009,0.20625000000000004
hcpib1xlkl8mbom9,0.8375,0.74375,0.74375,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Mouse,high,high,5:35 PM,FALSE,FALSE,NA,0,0.09375,0.09375
hcpibkajklppb0ha,0.5,0.44375,0.46875,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Mouse,average,high,4:27 PM,FALSE,FALSE,NA,-0.025000000000000022,0.05625000000000002,0.03125
hcpib29qkmb0ojzs,0.5,0.45625,0.4875,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Touchscreen,high,average,3:33 PM,FALSE,FALSE,NA,-0.03125,0.04375000000000001,0.012500000000000011
hcpib29qkmcnsxya,0.48125,0.4375,0.3375,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Trackpad,highest,high,5:20 PM,FALSE,FALSE,NA,0.09999999999999998,0.04375000000000001,0.14375
hcpib8m7kmnwwdpm,0.925,0.875,0.7625,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Trackpad,high,high,4:16 PM,FALSE,FALSE,NA,0.11250000000000004,0.050000000000000044,0.1625000000000001
hcpibj7dkmqokv1e,0.575,0.575,0.5625,Online,LSU,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Trackpad,average,highest,2:35 PM,FALSE,FALSE,NA,0.012499999999999956,0,0.012499999999999956
hcpib3mqkfqq03pa,0.88125,0.8875,0.74375,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Trackpad,high,high,12:43pm,FALSE,FALSE,NA,0.14374999999999993,-0.006249999999999978,0.13749999999999996
hcpib3mqkfqqe5hb,0.74375,0.78125,0.675,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,Over-ear,Trackpad,high,highest,13:19,FALSE,FALSE,NA,0.10624999999999996,-0.03749999999999998,0.06874999999999998
hcpib3mqkfs271xy,0.8625,0.8,0.7125,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Desktop,Over-ear,Mouse,high,highest,am,FALSE,FALSE,NA,0.08750000000000002,0.0625,0.15000000000000002
hcpib3mqkfs27yiv,0.79375,0.6125,0.44375,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,Over-ear,Trackpad,high,high,11:08 am,FALSE,FALSE,Hearing loss for the lowest 10-15% of average audible  frequencies no day to day affect on hearing,0.16875000000000007,0.1812499999999999,0.35
hcpib3mqkfs27bou,0.73125,0.8,0.6375,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Trackpad,average,high,11.26am,FALSE,FALSE,NA,0.1625000000000001,-0.06875000000000009,0.09375
hcpib3mqkfs26r8q,0.80625,0.875,0.625,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Desktop,In-ear,Mouse,high,highest,11:08pm,FALSE,FALSE,NA,0.25,-0.06874999999999998,0.18125000000000002
hcpib3mqkfs26l5r,0.5625,0.56875,0.53125,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Mouse,high,high,11.09 am,FALSE,FALSE,NA,0.03749999999999998,-0.006249999999999978,0.03125
hcpib3mqkfs276b8,0.95,0.875,0.85,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Trackpad,highest,highest,11:16am,FALSE,FALSE,NA,0.025000000000000022,0.07499999999999996,0.09999999999999998
hcpib3mqkfse6rhv,0.81875,0.6875,0.78125,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Desktop,Over-ear,Touchscreen,high,high,16:43,FALSE,FALSE,NA,-0.09375,0.13124999999999998,0.03749999999999998
hcpib3mqkfse6gbt,0.85,0.85,0.7625,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Mouse,high,high,4:45pm,FALSE,FALSE,N/a,0.08750000000000002,0,0.08750000000000002
hcpib3mqkfseexth,0.7375,0.65,0.60625,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Trackpad,high,high,4:49pm,FALSE,FALSE,NA,0.04375000000000007,0.08750000000000002,0.1312500000000001
hcpib3mqkfse6w8g,0.7375,0.8,0.75,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Touchscreen,highest,highest,04:51 pm,FALSE,FALSE,NA,0.050000000000000044,-0.0625,-0.012499999999999956
hcpib3mqkfse6pa6,0.75625,0.70625,0.7,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Desktop,Over-ear,Mouse,high,highest,16:56 pm,FALSE,FALSE,NA,0.006250000000000089,0.04999999999999993,0.05625000000000002
hcpib3mqkfse7inu,0.63125,0.76875,0.55625,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Mouse,high,high,4:52PM,FALSE,FALSE,N/\A,0.21250000000000002,-0.13750000000000007,0.07499999999999996
hcpib3mqkfse7jkj,0.73125,0.8375,0.6875,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,Over-ear,Trackpad,high,highest,4:59pm,FALSE,FALSE,N\A,0.15000000000000002,-0.10625000000000007,0.043749999999999956
hcpib3mqkfse7jh1,0.9625,0.94375,0.975,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Desktop,In-ear,Mouse,highest,highest,pm,FALSE,FALSE,NA,-0.03125,0.018750000000000044,-0.012499999999999956
hcpib3mqkfse6vlq,0.74375,0.5875,0.575,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,Over-ear,Mouse,high,high,16:46 pm,FALSE,FALSE,NA,0.012500000000000067,0.15625,0.16875000000000007
hcpib3mqkfse72n0,0.60625,0.71875,0.64375,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Mouse,average,average,5.04pm,FALSE,FALSE,No hearing loss,0.07499999999999996,-0.11250000000000004,-0.03750000000000009
hcpib3mqkfse7hv0,0.85,0.775,0.75,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Desktop,Over-ear,Mouse,high,high,4:45pm,FALSE,FALSE,NA,0.025000000000000022,0.07499999999999996,0.09999999999999998
hcpib3mqkfse7jnb,0.8875,0.63125,0.69375,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Mouse,high,high,16:47pm,FALSE,FALSE,NA,-0.0625,0.25625,0.19374999999999998
hcpib3mqkfse7thg,0.8625,0.7625,0.64375,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,On-ear,Trackpad,high,highest,5:06 pm,FALSE,FALSE,NA,0.11874999999999991,0.10000000000000009,0.21875
hcpib3mqkfseem3z,0.9125,0.875,0.88125,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,Over-ear,Touchscreen,highest,highest,5:44pm,FALSE,FALSE,NA,-0.006249999999999978,0.03749999999999998,0.03125
hcpib3mqkfzk6cx7,0.8625,0.9125,0.76875,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Mouse,highest,highest,17.02 pm,FALSE,FALSE,NA,0.14374999999999993,-0.04999999999999993,0.09375
hcpib3mqkfzkir1k,0.875,0.9625,0.95,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,Over-ear,Mouse,high,high,5:15pm,FALSE,FALSE,NA,0.012500000000000067,-0.08750000000000002,-0.07499999999999996
hcpib3mqkfzl0bfv,0.85625,0.83125,0.68125,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Trackpad,high,high,5.35pm,FALSE,FALSE,NA,0.15000000000000002,0.02499999999999991,0.17499999999999993
hcpib969kgceqsvw,0.6375,0.49375,0.58125,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Trackpad,high,high,5pm,FALSE,FALSE,NA,-0.08750000000000002,0.14374999999999993,0.05624999999999991
hcpib969kgcepjpc,0.7375,0.79375,0.775,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Trackpad,highest,highest,16:52,FALSE,FALSE,NA,0.018749999999999933,-0.05624999999999991,-0.03749999999999998
hcpib969kgcezgf2,0.7125,0.7375,0.6625,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Desktop,Over-ear,Mouse,highest,highest,17:01pm,FALSE,FALSE,n/a,0.07500000000000007,-0.025000000000000022,0.050000000000000044
hcpib969kgceu7iu,0.75,0.625,0.64375,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Trackpad,high,high,5.10pm,FALSE,FALSE,NA,-0.018750000000000044,0.125,0.10624999999999996
hcpib969kgceo4bw,0.6,0.525,0.5875,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Desktop,Over-ear,Mouse,high,high,4:49pm,FALSE,FALSE,N/A,-0.0625,0.07499999999999996,0.012499999999999956
hcpib969kgcfqs3i,0.84375,0.89375,0.84375,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Mouse,high,highest,5.31 pm,FALSE,FALSE,NA,0.050000000000000044,-0.050000000000000044,0
hcpib969kgcfvp90,0.93125,0.9125,0.925,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Desktop,Over-ear,Mouse,highest,highest,5:35PM,FALSE,FALSE,NA,-0.012500000000000067,0.018750000000000044,0.006249999999999978
hcpibaejkggg6c4x,0.925,0.8875,0.85625,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,On-ear,Trackpad,high,high,pm,FALSE,FALSE,NA,0.03125,0.03750000000000009,0.06875000000000009
hcpibaejkggg4z4j,0.85,0.73125,0.80625,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Desktop,Over-ear,Mouse,highest,highest,1:02 pm,FALSE,FALSE,NA,-0.07500000000000007,0.11875000000000002,0.043749999999999956
hcpibaejkggg48g2,0.70625,0.46875,0.56875,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Desktop,In-ear,Mouse,high,highest,12.38PM,FALSE,FALSE,NA,-0.09999999999999998,0.23750000000000004,0.13750000000000007
hcpibaejkggg8v0q,0.6,0.61875,0.68125,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,Over-ear,Trackpad,high,high,12.52pm,FALSE,FALSE,NA,-0.0625,-0.018750000000000044,-0.08125000000000004
hcpibaejkgggbgev,0.83125,0.7125,0.6375,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Desktop,On-ear,Mouse,high,high,12:54 pm,FALSE,FALSE,NA,0.07500000000000007,0.11875000000000002,0.1937500000000001
hcpibaejkggg4mtz,0.675,0.6375,0.59375,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,In-ear,Trackpad,high,high,12:54pm,FALSE,FALSE,NA,0.043749999999999956,0.03750000000000009,0.08125000000000004
hcpibaejkgggj663,0.61875,0.5,0.4875,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,Over-ear,Trackpad,average,high,12:55 pm,FALSE,FALSE,NA,0.012500000000000011,0.11875000000000002,0.13125000000000003
hcpibaejkgggpkx3,0.925,0.875,0.8875,Online,Prolific,correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laptop,On-ear,Trackpad,high,highest,12.56pm,FALSE,FALSE,NA,-0.012499999999999956,0.050000000000000044,0.03750000000000009
